,r_fighter,b_fighter,r_odds,b_odds,date_x,location,country,winner_x,title_bout,weight_class,gender,winner_resolved,location_resolved,r_reach,r_height,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date_y,winner_y,reach_win,height_win
3570,matt hughes,bj penn,195,-215,2010-11-20,"Auburn Hills, Michigan, USA", usa,Blue,FALSE,Welterweight,male,,"auburn hills, michigan",73,5'9,70,5'9,ko/tko,1,3 rnd (5-5-5),00:00:21,keith peterson,2010-11-20,bj penn,False,False
3571,matt hughes,bj penn,195,-215,2010-11-20,"Auburn Hills, Michigan, USA", usa,Blue,FALSE,Welterweight,male,,"auburn hills, michigan",73,5'9,70,5'9,ko/tko,3,5 rnd (5-5-5-5-5),00:13:53,keith peterson,2006-09-23,matt hughes,True,True
3572,phil davis,tim boetsch,-485,425,2010-11-20,"Auburn Hills, Michigan, USA", usa,Red,FALSE,Light Heavyweight,male,,"auburn hills, michigan",79,6'2,74,6'0,submission,2,3 rnd (5-5-5),00:07:55,keith peterson,2010-11-20,phil davis,True,True
3573,george sotiropoulos,joe lauzon,-225,205,2010-11-20,"Auburn Hills, Michigan, USA", usa,Red,FALSE,Lightweight,male,,"auburn hills, michigan",71,5'10,71,5'10,submission,2,3 rnd (5-5-5),00:07:43,keith peterson,2010-11-20,george sotiropoulos,True,True
3574,matt brown,brian foster,120,-130,2010-11-20,"Auburn Hills, Michigan, USA", usa,Blue,FALSE,Welterweight,male,,"auburn hills, michigan",75,6'0,71,5'9,submission,2,3 rnd (5-5-5),00:07:11,keith peterson,2010-11-20,brian foster,False,False
3575,aaron simpson,mark munoz,115,-125,2010-11-20,"Auburn Hills, Michigan, USA", usa,Blue,FALSE,Middleweight,male,,"auburn hills, michigan",73,6'0,71,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-11-20,mark munoz,False,False
3576,karo parisyan,dennis hallman,-160,140,2010-11-20,"Auburn Hills, Michigan, USA", usa,Blue,FALSE,Welterweight,male,,"auburn hills, michigan",72,5'10,72,5'9,ko/tko,1,3 rnd (5-5-5),00:01:47,keith peterson,2010-11-20,dennis hallman,False,False
3577,tyson griffin,nik lentz,-230,190,2010-11-20,"Auburn Hills, Michigan, USA", usa,Blue,FALSE,Lightweight,male,,"auburn hills, michigan",68,5'6,68,5'8,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-11-20,nik lentz,False,True
3578,nate marquardt,yushin okami,-190,175,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", germany,Blue,FALSE,Middleweight,male,,"oberhausen, north rhine-westphalia",74,6'0,75,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-11-13,yushin okami,True,True
3579,dennis siver,andre winner,105,-115,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", germany,Red,FALSE,Lightweight,male,,"oberhausen, north rhine-westphalia",70,5'6,73,5'11,submission,1,3 rnd (5-5-5),00:03:37,keith peterson,2010-11-13,dennis siver,False,False
3580,amir sadollah,peter sobotta,-265,245,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", germany,Red,FALSE,Welterweight,male,,"oberhausen, north rhine-westphalia",75,5'10,75,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-11-13,amir sadollah,True,True
3581,krzysztof soszynski,goran reljic,-108,-102,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", germany,Red,FALSE,Light Heavyweight,male,,"oberhausen, north rhine-westphalia",77,6'1,81,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-11-13,krzysztof soszynski,False,False
3582,duane ludwig,nick osipczak,280,-340,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", germany,Red,FALSE,Welterweight,male,,"oberhausen, north rhine-westphalia",70,5'10,76,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-11-13,duane ludwig,False,False
3583,kyle noke,rob kimmons,-220,180,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", germany,Red,FALSE,Middleweight,male,,"oberhausen, north rhine-westphalia",76,6'1,73,5'10,submission,2,3 rnd (5-5-5),00:06:33,keith peterson,2010-11-13,kyle noke,True,True
3584,seth petruzelli,karlos vemola,-105,-115,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", germany,Blue,FALSE,Light Heavyweight,male,,"oberhausen, north rhine-westphalia",76,6'0,75,6'0,ko/tko,1,3 rnd (5-5-5),00:03:46,keith peterson,2010-11-13,karlos vemola,False,False
3585,kris mccray,carlos eduardo rocha,-115,-105,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", germany,Blue,FALSE,Welterweight,male,,"oberhausen, north rhine-westphalia",76,6'0,73,5'10,submission,1,3 rnd (5-5-5),00:02:21,keith peterson,2010-11-13,carlos eduardo rocha,False,False
3586,brock lesnar,cain velasquez,-165,155,2010-10-23,"Anaheim, California, USA", usa,Blue,TRUE,Heavyweight,male,,"anaheim, california",81,6'3,77,6'1,ko/tko,1,5 rnd (5-5-5-5-5),00:04:12,keith peterson,2010-10-23,cain velasquez,False,False
3587,jake shields,martin kampmann,-170,160,2010-10-23,"Anaheim, California, USA", usa,Red,FALSE,Welterweight,male,,"anaheim, california",72,6'0,72,6'0,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-23,jake shields,True,True
3588,diego sanchez,paulo thiago,130,-140,2010-10-23,"Anaheim, California, USA", usa,Red,FALSE,Welterweight,male,,"anaheim, california",72,5'10,74,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-23,diego sanchez,False,False
3589,tito ortiz,matt hamill,163,-173,2010-10-23,"Anaheim, California, USA", usa,Blue,FALSE,Light Heavyweight,male,,"anaheim, california",74,6'3,76,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-23,matt hamill,True,False
3590,brendan schaub,gabriel gonzaga,125,-145,2010-10-23,"Anaheim, California, USA", usa,Red,FALSE,Heavyweight,male,,"anaheim, california",78,6'4,76,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-23,brendan schaub,True,True
3591,court mcgee,ryan jensen,-250,210,2010-10-23,"Anaheim, California, USA", usa,Red,FALSE,Middleweight,male,,"anaheim, california",75,5'11,76,6'1,submission,3,3 rnd (5-5-5),00:11:21,keith peterson,2010-10-23,court mcgee,False,True
3592,patrick cote,tom lawlor,-175,155,2010-10-23,"Anaheim, California, USA", usa,Blue,FALSE,Middleweight,male,,"anaheim, california",75,5'11,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-23,tom lawlor,False,False
3593,mike guymon,daniel roberts,125,-145,2010-10-23,"Anaheim, California, USA", usa,Blue,FALSE,Welterweight,male,,"anaheim, california",74,6'0,74,5'10,submission,1,3 rnd (5-5-5),00:01:13,keith peterson,2010-10-23,daniel roberts,False,False
3594,sam stout,paul taylor,-200,170,2010-10-23,"Anaheim, California, USA", usa,Red,FALSE,Lightweight,male,,"anaheim, california",70,5'9,72,6'0,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-23,sam stout,False,False
3595,chris camozzi,dongi yang,-110,-110,2010-10-23,"Anaheim, California, USA", usa,Red,FALSE,Middleweight,male,,"anaheim, california",75,6'2,73,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-23,chris camozzi,True,True
3596,jon madsen,gilbert yvel,-225,185,2010-10-23,"Anaheim, California, USA", usa,Red,FALSE,Heavyweight,male,,"anaheim, california",72,6'0,77,6'2,ko/tko,1,3 rnd (5-5-5),00:01:48,keith peterson,2010-10-23,jon madsen,False,False
3597,michael bisping,yoshihiro akiyama,-210,190,2010-10-16,"London, England, United Kingdom", united kingdom,Red,FALSE,Middleweight,male,,"london, england",75,6'1,75,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-16,michael bisping,True,True
3598,dan hardy,carlos condit,-170,160,2010-10-16,"London, England, United Kingdom", united kingdom,Blue,FALSE,Welterweight,male,,"london, england",74,6'0,75,6'2,ko/tko,1,3 rnd (5-5-5),00:04:27,keith peterson,2010-10-16,carlos condit,True,True
3599,john hathaway,mike pyle,-475,420,2010-10-16,"London, England, United Kingdom", united kingdom,Blue,FALSE,Welterweight,male,,"london, england",75,6'1,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-16,mike pyle,False,False
3600,cheick kongo,travis browne,-178,167,2010-10-16,"London, England, United Kingdom", united kingdom,Draw,FALSE,Heavyweight,male,,"london, england",82,6'4,79,6'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-16,claude patrick,False,False
3601,james wilks,claude patrick,145,-165,2010-10-16,"London, England, United Kingdom", united kingdom,Blue,FALSE,Welterweight,male,,"london, england",75,6'1,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-16,claude patrick,False,False
3602,cyrille diabate,alexander gustafsson,135,-155,2010-10-16,"London, England, United Kingdom", united kingdom,Blue,FALSE,Light Heavyweight,male,,"london, england",81,6'6,79,6'5,submission,2,3 rnd (5-5-5),00:07:41,keith peterson,2010-10-16,alexander gustafsson,False,False
3603,spencer fisher,curt warburton,-210,175,2010-10-16,"London, England, United Kingdom", united kingdom,Red,FALSE,Lightweight,male,,"london, england",68,5'7,73,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-10-16,spencer fisher,False,False
3604,james mcsweeney,fabio maldonado,200,-240,2010-10-16,"London, England, United Kingdom", united kingdom,Blue,FALSE,Light Heavyweight,male,,"london, england",77,6'4,75,6'1,ko/tko,3,3 rnd (5-5-5),00:10:48,keith peterson,2010-10-16,fabio maldonado,False,False
3605,rogerio nogueira,ryan bader,160,-170,2010-09-25,"Indianapolis, Indiana, USA", usa,Blue,FALSE,Light Heavyweight,male,,"indianapolis, indiana",75,6'2,74,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-25,ryan bader,False,False
3606,matt serra,chris lytle,125,-135,2010-09-25,"Indianapolis, Indiana, USA", usa,Blue,FALSE,Welterweight,male,,"indianapolis, indiana",68,5'6,68,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-25,chris lytle,False,True
3607,matt serra,chris lytle,125,-135,2010-09-25,"Indianapolis, Indiana, USA", usa,Blue,FALSE,Welterweight,male,,"indianapolis, indiana",68,5'6,68,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-11-11,matt serra,True,False
3608,sean sherk,evan dunham,167,-178,2010-09-25,"Indianapolis, Indiana, USA", usa,Red,FALSE,Lightweight,male,,"indianapolis, indiana",67,5'6,70,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-25,sean sherk,False,False
3609,melvin guillard,jeremy stephens,-105,-105,2010-09-25,"Indianapolis, Indiana, USA", usa,Red,FALSE,Lightweight,male,,"indianapolis, indiana",71,5'9,71,5'9,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-25,melvin guillard,True,True
3610,cb dollaway,joe doerksen,-255,235,2010-09-25,"Indianapolis, Indiana, USA", usa,Red,FALSE,Middleweight,male,,"indianapolis, indiana",76,6'2,75,6'0,submission,1,3 rnd (5-5-5),00:02:13,keith peterson,2010-09-25,cb dollaway,True,True
3611,matt mitrione,joey beltran,-174,164,2010-09-25,"Indianapolis, Indiana, USA", usa,Red,FALSE,Heavyweight,male,,"indianapolis, indiana",82,6'3,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-25,matt mitrione,True,True
3612,mark hunt,sean mccorkle,-190,165,2010-09-25,"Indianapolis, Indiana, USA", usa,Blue,FALSE,Heavyweight,male,,"indianapolis, indiana",72,5'10,81,6'7,submission,1,3 rnd (5-5-5),00:01:03,keith peterson,2010-09-25,sean mccorkle,True,True
3613,nate marquardt,rousimar palhares,-235,215,2010-09-15,"Austin, Texas, USA", usa,Red,FALSE,Middleweight,male,,"austin, texas",74,6'0,71,5'8,ko/tko,1,3 rnd (5-5-5),00:03:28,keith peterson,2010-09-15,nate marquardt,True,True
3614,efrain escudero,charles oliveira,-155,145,2010-09-15,"Austin, Texas, USA", usa,Blue,FALSE,Lightweight,male,,"austin, texas",71,5'9,74,5'10,submission,3,3 rnd (5-5-5),00:12:25,keith peterson,2010-09-15,charles oliveira,True,True
3615,jim miller,gleison tibau,-125,115,2010-09-15,"Austin, Texas, USA", usa,Red,FALSE,Lightweight,male,,"austin, texas",71,5'8,71,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-15,jim miller,True,False
3616,cole miller,ross pearson,190,-210,2010-09-15,"Austin, Texas, USA", usa,Red,FALSE,Lightweight,male,,"austin, texas",73,6'1,69,5'8,submission,2,3 rnd (5-5-5),00:06:49,keith peterson,2010-09-15,cole miller,True,True
3617,yves edwards,john gunderson,105,-125,2010-09-15,"Austin, Texas, USA", usa,Red,FALSE,Lightweight,male,,"austin, texas",73,5'9,69,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-15,yves edwards,True,True
3618,jared hamman,kyle kingsbury,-185,160,2010-09-15,"Austin, Texas, USA", usa,Blue,FALSE,Light Heavyweight,male,,"austin, texas",75,6'3,79,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-15,kyle kingsbury,True,True
3619,tomasz drwal,david branch,-155,135,2010-09-15,"Austin, Texas, USA", usa,Blue,FALSE,Middleweight,male,,"austin, texas",76,6'1,78,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-15,david branch,True,False
3620,rich attonito,rafael natal,168,-195,2010-09-15,"Austin, Texas, USA", usa,Red,FALSE,Middleweight,male,,"austin, texas",72,5'10,77,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-15,rich attonito,False,True
3621,tj waldburger,david mitchell,140,-160,2010-09-15,"Austin, Texas, USA", usa,Red,FALSE,Welterweight,male,,"austin, texas",75,5'11,75,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-09-15,tj waldburger,True,True
3622,brian foster,forrest petz,-240,200,2010-09-15,"Austin, Texas, USA", usa,Red,FALSE,Welterweight,male,,"austin, texas",71,5'9,71,5'9,ko/tko,1,3 rnd (5-5-5),00:01:07,keith peterson,2010-09-15,brian foster,True,True
3623,demian maia,mario miranda,-210,190,2010-08-28,"Boston, Massachusetts, USA", usa,Red,FALSE,Middleweight,male,,"boston, massachusetts",72,6'1,74,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-28,demian maia,False,False
3624,kenny florian,gray maynard,-140,130,2010-08-28,"Boston, Massachusetts, USA", usa,Blue,FALSE,Lightweight,male,,"boston, massachusetts",74,5'10,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-28,gray maynard,False,False
3625,nate diaz,marcus davis,-190,175,2010-08-28,"Boston, Massachusetts, USA", usa,Red,FALSE,Welterweight,male,,"boston, massachusetts",76,6'0,70,5'10,submission,3,3 rnd (5-5-5),00:14:02,keith peterson,2010-08-28,nate diaz,True,True
3626,andre winner,nik lentz,-115,105,2010-08-28,"Boston, Massachusetts, USA", usa,Blue,FALSE,Lightweight,male,,"boston, massachusetts",73,5'11,68,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-28,nik lentz,False,False
3627,dan miller,john salter,-230,190,2010-08-28,"Boston, Massachusetts, USA", usa,Red,FALSE,Middleweight,male,,"boston, massachusetts",74,6'1,74,6'1,submission,2,3 rnd (5-5-5),00:06:53,keith peterson,2010-08-28,dan miller,True,True
3628,nick osipczak,greg soto,-200,170,2010-08-28,"Boston, Massachusetts, USA", usa,Blue,FALSE,Welterweight,male,,"boston, massachusetts",76,6'2,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-28,greg soto,False,False
3629,jon fitch,thiago alves,116,-126,2010-08-07,"Oakland, California, USA", usa,Red,FALSE,Welterweight,male,,"oakland, california",74,6'0,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-07,jon fitch,True,True
3630,jon fitch,thiago alves,116,-126,2010-08-07,"Oakland, California, USA", usa,Red,FALSE,Welterweight,male,,"oakland, california",74,6'0,70,5'9,ko/tko,2,3 rnd (5-5-5),00:09:37,keith peterson,2006-06-28,jon fitch,True,True
3631,clay guida,rafael dos anjos,116,-126,2010-08-07,"Oakland, California, USA", usa,Red,FALSE,Lightweight,male,,"oakland, california",70,5'7,70,5'8,submission,3,3 rnd (5-5-5),00:11:51,keith peterson,2010-08-07,clay guida,True,False
3632,matt hughes,ricardo almeida,178,-193,2010-08-07,"Oakland, California, USA", usa,Red,FALSE,Welterweight,male,,"oakland, california",73,5'9,74,6'0,submission,1,3 rnd (5-5-5),00:03:15,keith peterson,2010-08-07,matt hughes,False,False
3633,roy nelson,junior dos santos,315,-345,2010-08-07,"Oakland, California, USA", usa,Blue,FALSE,Heavyweight,male,,"oakland, california",73,6'0,77,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-07,junior dos santos,True,True
3634,dustin hazelett,rick story,-150,130,2010-08-07,"Oakland, California, USA", usa,Blue,FALSE,Welterweight,male,,"oakland, california",76,6'1,71,5'9,ko/tko,2,3 rnd (5-5-5),00:06:15,keith peterson,2010-08-07,rick story,False,False
3635,rodney wallace,phil davis,600,-900,2010-08-07,"Oakland, California, USA", usa,Blue,FALSE,Light Heavyweight,male,,"oakland, california",72,5'9,79,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-07,phil davis,True,True
3636,johny hendricks,charlie brenneman,-370,310,2010-08-07,"Oakland, California, USA", usa,Red,FALSE,Welterweight,male,,"oakland, california",69,5'9,70,5'10,ko/tko,2,3 rnd (5-5-5),00:05:40,keith peterson,2010-08-07,johny hendricks,False,False
3637,stefan struve,christian morecraft,-200,170,2010-08-07,"Oakland, California, USA", usa,Red,FALSE,Heavyweight,male,,"oakland, california",84,6'11,81,6'6,ko/tko,2,3 rnd (5-5-5),00:05:22,keith peterson,2010-08-07,stefan struve,True,True
3638,ben saunders,dennis hallman,-300,250,2010-08-07,"Oakland, California, USA", usa,Blue,FALSE,Welterweight,male,,"oakland, california",77,6'2,72,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-07,dennis hallman,False,False
3639,jon jones,vladimir matyushenko,-752,602,2010-08-01,"San Diego, California, USA", usa,Red,FALSE,Light Heavyweight,male,,"san diego, california",84,6'4,74,6'0,ko/tko,1,3 rnd (5-5-5),00:01:52,keith peterson,2010-08-01,jon jones,True,True
3640,mark munoz,yushin okami,185,-200,2010-08-01,"San Diego, California, USA", usa,Blue,FALSE,Middleweight,male,,"san diego, california",71,6'0,75,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-01,yushin okami,True,True
3641,john howard,jake ellenberger,181,-196,2010-08-01,"San Diego, California, USA", usa,Blue,FALSE,Welterweight,male,,"san diego, california",72,5'7,71,5'9,tko - doctor's stoppage,3,3 rnd (5-5-5),00:12:21,keith peterson,2010-08-01,jake ellenberger,False,True
3642,tyson griffin,takanori gomi,-320,290,2010-08-01,"San Diego, California, USA", usa,Blue,FALSE,Lightweight,male,,"san diego, california",68,5'6,70,5'7,ko/tko,1,3 rnd (5-5-5),00:01:04,keith peterson,2010-08-01,takanori gomi,True,True
3643,paul kelly,jacob volkmann,-105,-115,2010-08-01,"San Diego, California, USA", usa,Blue,FALSE,Lightweight,male,,"san diego, california",70,5'9,71,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-01,jacob volkmann,True,False
3644,damarques johnson,matthew riddle,180,-220,2010-08-01,"San Diego, California, USA", usa,Blue,FALSE,Welterweight,male,,"san diego, california",75,6'1,76,6'1,ko/tko,2,3 rnd (5-5-5),00:09:29,keith peterson,2010-08-01,matthew riddle,True,False
3645,james irvin,igor pokrajac,-160,140,2010-08-01,"San Diego, California, USA", usa,Blue,FALSE,Light Heavyweight,male,,"san diego, california",75,6'2,74,6'0,submission,1,3 rnd (5-5-5),00:02:29,keith peterson,2010-08-01,igor pokrajac,False,False
3646,brian stann,mike massenzio,180,-220,2010-08-01,"San Diego, California, USA", usa,Red,FALSE,Middleweight,male,,"san diego, california",74,6'1,73,6'2,submission,3,3 rnd (5-5-5),00:13:10,keith peterson,2010-08-01,brian stann,True,False
3647,darren elkins,charles oliveira,200,-240,2010-08-01,"San Diego, California, USA", usa,Blue,FALSE,Lightweight,male,,"san diego, california",71,5'10,74,5'10,submission,1,3 rnd (5-5-5),00:00:41,keith peterson,2010-08-01,charles oliveira,True,False
3648,rob kimmons,steve steinbeiss,-195,168,2010-08-01,"San Diego, California, USA", usa,Red,FALSE,Middleweight,male,,"san diego, california",73,5'10,75,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-08-01,rob kimmons,False,False
3649,brock lesnar,shane carwin,-145,135,2010-07-03,"Las Vegas, Nevada, USA", usa,Red,TRUE,Heavyweight,male,,"las vegas, nevada",81,6'3,80,6'2,submission,2,5 rnd (5-5-5-5-5),00:07:19,keith peterson,2010-07-03,brock lesnar,True,True
3650,chris leben,yoshihiro akiyama,177,-192,2010-07-03,"Las Vegas, Nevada, USA", usa,Red,FALSE,Middleweight,male,,"las vegas, nevada",73,5'11,75,5'10,submission,3,3 rnd (5-5-5),00:14:40,keith peterson,2010-07-03,chris leben,False,True
3651,chris lytle,matt brown,-180,168,2010-07-03,"Las Vegas, Nevada, USA", usa,Red,FALSE,Welterweight,male,,"las vegas, nevada",68,5'11,75,6'0,submission,2,3 rnd (5-5-5),00:07:02,keith peterson,2010-07-03,chris lytle,False,True
3652,krzysztof soszynski,stephan bonnar,-190,175,2010-07-03,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Light Heavyweight,male,,"las vegas, nevada",77,6'1,79,6'4,ko/tko,2,3 rnd (5-5-5),00:08:08,keith peterson,2010-07-03,stephan bonnar,True,True
3653,krzysztof soszynski,stephan bonnar,-190,175,2010-07-03,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Light Heavyweight,male,,"las vegas, nevada",77,6'1,79,6'4,tko - doctor's stoppage,3,3 rnd (5-5-5),00:11:04,keith peterson,2010-02-20,krzysztof soszynski,False,False
3654,george sotiropoulos,kurt pellegrino,-158,148,2010-07-03,"Las Vegas, Nevada, USA", usa,Red,FALSE,Lightweight,male,,"las vegas, nevada",71,5'10,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-07-03,george sotiropoulos,True,True
3655,brendan schaub,chris tuchscherer,-305,275,2010-07-03,"Las Vegas, Nevada, USA", usa,Red,FALSE,Heavyweight,male,,"las vegas, nevada",78,6'4,76,6'2,ko/tko,1,3 rnd (5-5-5),00:01:07,keith peterson,2010-07-03,brendan schaub,True,True
3656,seth petruzelli,ricardo romero,150,-170,2010-07-03,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Light Heavyweight,male,,"las vegas, nevada",76,6'0,76,6'0,submission,2,3 rnd (5-5-5),00:08:05,keith peterson,2010-07-03,ricardo romero,False,False
3657,kendall grove,goran reljic,130,-140,2010-07-03,"Las Vegas, Nevada, USA", usa,Red,FALSE,Middleweight,male,,"las vegas, nevada",79,6'6,81,6'3,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-07-03,kendall grove,False,True
3658,gerald harris,david branch,-250,210,2010-07-03,"Las Vegas, Nevada, USA", usa,Red,FALSE,Middleweight,male,,"las vegas, nevada",77,5'11,78,6'1,ko/tko,3,3 rnd (5-5-5),00:12:35,keith peterson,2010-07-03,gerald harris,False,True
3659,forrest petz,daniel roberts,170,-200,2010-07-03,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Welterweight,male,,"las vegas, nevada",71,5'9,74,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-07-03,daniel roberts,True,True
3660,jon madsen,karlos vemola,125,-145,2010-07-03,"Las Vegas, Nevada, USA", usa,Red,FALSE,Heavyweight,male,,"las vegas, nevada",72,6'0,75,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-07-03,jon madsen,False,True
3661,court mcgee,kris mccray,-220,180,2010-06-19,"Las Vegas, Nevada, USA", usa,Red,TRUE,Middleweight,male,,"las vegas, nevada",75,5'11,76,6'0,submission,2,3 rnd (5-5-5),00:08:41,keith peterson,2010-06-19,court mcgee,False,True
3662,keith jardine,matt hamill,140,-150,2010-06-19,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Light Heavyweight,male,,"las vegas, nevada",76,6'2,76,6'1,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-06-19,matt hamill,False,False
3663,chris leben,aaron simpson,280,-310,2010-06-19,"Las Vegas, Nevada, USA", usa,Red,FALSE,Middleweight,male,,"las vegas, nevada",73,5'11,73,6'0,ko/tko,2,3 rnd (5-5-5),00:09:17,keith peterson,2010-06-19,chris leben,True,True
3664,spencer fisher,dennis siver,-190,165,2010-06-19,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Lightweight,male,,"las vegas, nevada",68,5'7,70,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-06-19,dennis siver,True,False
3665,brad tavares,seth baczynski,-220,180,2010-06-19,"Las Vegas, Nevada, USA", usa,Red,FALSE,Middleweight,male,,"las vegas, nevada",74,6'1,75,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-06-19,brad tavares,False,False
3666,james mcsweeney,travis browne,165,-190,2010-06-19,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Heavyweight,male,,"las vegas, nevada",77,6'4,79,6'6,ko/tko,1,3 rnd (5-5-5),00:04:32,keith peterson,2010-06-19,travis browne,True,True
3667,chuck liddell,rich franklin,-119,109,2010-06-12,"Vancouver, British Columbia, Canada", canada,Blue,FALSE,Light Heavyweight,male,,"vancouver, british columbia",76,6'2,76,6'1,ko/tko,1,3 rnd (5-5-5),00:04:55,keith peterson,2010-06-12,rich franklin,False,False
3668,paulo thiago,martin kampmann,-218,198,2010-06-12,"Vancouver, British Columbia, Canada", canada,Blue,FALSE,Welterweight,male,,"vancouver, british columbia",74,5'11,72,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-06-12,martin kampmann,False,False
3669,ben rothwell,gilbert yvel,170,-185,2010-06-12,"Vancouver, British Columbia, Canada", canada,Red,FALSE,Heavyweight,male,,"vancouver, british columbia",78,6'4,77,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-06-12,ben rothwell,True,True
3670,carlos condit,rory macdonald,118,-128,2010-06-12,"Vancouver, British Columbia, Canada", canada,Red,FALSE,Welterweight,male,,"vancouver, british columbia",75,6'2,76,6'0,ko/tko,3,3 rnd (5-5-5),00:14:53,keith peterson,2010-06-12,carlos condit,False,True
3671,tyson griffin,evan dunham,-180,168,2010-06-12,"Vancouver, British Columbia, Canada", canada,Blue,FALSE,Lightweight,male,,"vancouver, british columbia",68,5'6,70,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2010-06-12,evan dunham,True,True
